Sample_name,Species,Accession,Sp_ac,Rep ,Fruit_num,Clr_cat,Phylo_pos,Seed_source,Date_started,Date_planted,Date_first_flower,Days_first_flower,Date_first_ripe_fruit,Days_ripe_fruit,Days_flow_to_fruit,Date_collected,Diameter_mm,Length_mm,Diam_lgth_ratio,Fresh_weight_grams,Seed_count,Scanned_date,Pericarp_frozen_date,Frozen_in,Frozen_method,Ripeness,Include_in_analysis,Notes,Scanned_date,Image_scan_file_name,Perimeter_inside,Area_inside,Width Mid-height_inside,Maximum Width_inside,Height Mid-width_inside,Maximum Height_inside,Curved Height_inside,Lobedness Degree_inside,Tomato Pericarp Area_inside,Tomato Pericarp Area Ratio_inside,Tomato Pericarp Thickness_inside,Tomato Pericarp Thickness Ratio_inside,Average Red_inside,Average Green_inside,Average Blue_inside,Average Luminosity_inside,Average L Value_inside,Average a Value_inside,Average b Value_inside,Average Hue_inside,Average Chroma_inside,Perimeter_outside,Area_outside,Width Mid-height_outside,Maximum Width_outside,Height Mid-width_outside,Maximum Height_outside,Curved Height_outside,Lobedness Degree_outside,Tomato Pericarp Area_outside,Tomato Pericarp Area Ratio_outside,Tomato Pericarp Thickness_outside,Tomato Pericarp Thickness Ratio_outside,Average Red_outside,Average Green_outside,Average Blue_outside,Average Luminosity_outside,Average L Value_outside,Average a Value_outside,Average b Value_outside,Average Hue_outside,Average Chroma_outside
SL-SK-A-05,SL,SK,SL-SK,A,05,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-15,97,57,2020-09-13,30.98,31.51,0.98,17.9491,24,2020-09-13,2020-09-13,foil,placed in -20 freezer,ripe,include,most seeds not developed,2020-09-13,sl-sk-a-05-400dpi_0001.tmt,1644.5748,192219,489,491,486,488,497.5995,0.7359,76443,0.3977,51.4393,0.2004,109.1834,53.3549,47.7426,73.6584,29.1095,26.4789,14.6445,28.9453,30.2587,2645.8511,117460,366,515,387,391,754.4881,3.7193,51925,0.4421,22.0434,0.1995,101.2595,57.0862,50.0785,71.1295,28.7407,21.1297,12.6072,30.8227,24.605
SL-SK-B-01,SL,SK,SL-SK,B,01,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-05,87,47,2020-06-09,36.34,31.32,1.16,22.5659,103,2020-06-09,2020-06-09,foil,placed in -80 freezer,ripe,include,,2020-06-09,sl-sk-b-01-400dpi.tmt,1847.5281,239421,520,525,564,564,572.4142,1.6087,95017,0.3969,56.8672,0.1981,124.7726,70.1022,50.3657,82.3919,35.1979,23.4921,21.6712,42.6911,31.9612,2399.0815,156770,427,456,462,473,628.3958,1.9837,69303,0.4421,32.2623,0.2014,119.3643,56.3797,45.27,77.4651,31.3458,28.6299,19.6813,34.5061,34.7422
SL-SK-B-02,SL,SK,SL-SK,B,02,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-05,87,47,2020-07-15,40.09,35.69,1.12,31.1439,84,2020-07-15,2020-07-15,foil,liquid nitrogen,ripe,include,,2020-07-15,sl-sk-b-02-400dpi.tmt,2042.1921,294920,591,592,628,631,638.1739,1.2063,139040,0.4714,76.9496,0.1997,115.2428,66.1501,56.3338,80.618,33.0874,22.2951,15.0862,34.0846,26.9196,2208.2043,196375,471,483,506,512,592.8561,1.4977,86774,0.4419,44.0362,0.1996,120.5403,57.9312,46.5467,78.621,31.8518,28.3657,19.6365,34.6934,34.4993
SL-SK-B-03,SL,SK,SL-SK,B,03,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-05,87,47,2020-07-15,38.94,35.74,1.09,29.6648,77,2020-07-15,2020-07-15,foil,liquid nitrogen,ripe,include,,2020-07-15,sl-sk-b-03-400dpi.tmt,2031.5942,289448,605,608,593,594,609.5122,0.5739,127737,0.4413,70.4268,0.2003,122.1387,72.8466,56.4947,84.0304,35.5704,21.247,18.54,41.1078,28.1987,2227.8734,198283,465,483,522,531,613.5504,2.2628,87628,0.4419,44.1376,0.2106,123.5891,61.7519,47.5482,80.5305,33.0891,27.6041,20.7154,36.8863,34.5125
SL-SK-B-04,SL,SK,SL-SK,B,04,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-05,87,47,2020-08-14,36.41,34.03,1.07,25.2227,111,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,,2020-08-14,sl-sk-b-04-400dpi.tmt,1905.1261,249179,558,564,554,557,575.4562,1.1473,102745,0.4123,59.7923,0.1989,118.5542,67.3658,58.0139,82.9481,33.8315,23.1371,15.1162,33.1578,27.6374,2870.2308,162365,447,473,451,461,666.9771,1.6493,71692,0.4415,28.0311,0.1978,116.5725,61.0692,54.3354,80.3155,32.0249,25.6726,14.9958,30.29,29.7314
SL-SK-B-05,SL,SK,SL-SK,B,05,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-05,87,47,2020-09-13,28.67,27.38,1.05,12.8433,71,2020-09-13,2020-09-13,foil,placed in -20 freezer,ripe,include,,2020-09-13,sl-sk-b-05-400dpi.tmt,1513.4621,160625,450,451,449,450,462.9409,0.8168,71082,0.4425,52.8334,0.196,123.0461,65.2112,54.1379,83.2643,33.9137,25.9565,17.7075,34.3018,31.4213,2051.0084,106682,368,414,362,367,522.6019,1.5559,47243,0.4428,25.8207,0.1984,115.1636,59.6701,46.8386,76.2127,31.3383,25.254,18.5726,36.332,31.3482
SL-SK-C-01,SL,SK,SL-SK,C,01,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-08,90,50,2020-06-09,36.79,31.41,1.17,23.5967,118,2020-06-09,2020-06-09,foil,placed in -80 freezer,ripe,include,,2020-06-09,sl-sk-c-01-400dpi.tmt,1873.9129,248613,538,539,570,573,580.291,1.4936,98644,0.3968,58.21,0.1989,122.6833,72.2713,50.2935,81.3773,35.4348,21.3086,21.9475,45.8463,30.59,2295.513,169484,446,465,474,479,627.4563,1.4119,74907,0.442,36.709,0.1996,124.4269,59.8171,44.6484,79.5538,32.8539,28.7705,22.0783,37.5025,36.2656
SL-SK-C-02,SL,SK,SL-SK,C,02,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-08,90,50,2020-07-15,40.15,35.28,1.14,31.2371,104,2020-07-15,2020-07-15,foil,liquid nitrogen,ripe,include,,2020-07-15,sl-sk-c-02-400dpi.tmt,2073.2926,296153,583,585,632,633,642.1722,1.6974,130706,0.4413,70.5472,0.2024,121.4483,71.869,57.5389,84.1807,35.3033,21.6562,17.5369,39.0001,27.8664,2489.5912,204565,490,501,532,535,664.2277,1.7137,90354,0.4417,40.7438,0.198,123.7807,59.6996,45.0585,79.4485,32.6505,28.6044,21.5913,37.0464,35.8384
SL-SK-C-03,SL,SK,SL-SK,C,03,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-08,90,50,2020-07-15,36.77,32.84,1.12,24.3769,79,2020-07-15,2020-07-15,foil,liquid nitrogen,ripe,include,,2020-07-15,sl-sk-c-03-400dpi.tmt,1909.9373,253251,547,550,582,584,591.5504,1.2046,111867,0.4417,65.7343,0.2011,121.0197,70.0786,59.097,84.6398,34.8477,22.6769,16.0461,35.2832,27.7798,2306.8561,171647,444,459,473,479,607.3209,1.2819,75841,0.4418,36.7916,0.2022,118.2287,55.3634,47.083,77.7811,30.9189,28.866,18.0329,31.9935,34.0357
SL-SK-C-04,SL,SK,SL-SK,C,04,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-08,90,50,2020-08-14,31.81,30.51,1.04,18.2592,94,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,3 locules,2020-08-14,sl-sk-c-04-400dpi.tmt,1708.5576,205101,521,522,497,497,521.8625,1.2436,84692,0.4129,55.087,0.1996,129.4834,74.3428,63.0533,90.5081,37.0099,24.1487,16.8207,34.8591,29.4295,2456.8561,152803,443,457,452,458,640.7913,1.3172,67611,0.4425,30.7691,0.2014,119.3072,63.9989,52.3848,80.7183,33.0238,24.9794,17.49,34.9989,30.4938
SL-SK-C-05,SL,SK,SL-SK,C,05,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-08,90,50,2020-09-13,29.61,28.35,1.04,13.9716,77,2020-09-13,2020-09-13,foil,placed in -20 freezer,ripe,include,3 locules,2020-09-13,sl-sk-c-05-400dpi.tmt,1552.19,171363,463,463,466,466,482.4075,0.7154,75840,0.4426,54.8666,0.203,129.0584,81.7898,65.4244,91.4672,38.7495,19.907,17.8313,41.8518,26.7253,1801.3271,112436,378,407,374,382,500.324,1.3223,49850,0.4434,31.0117,0.1898,121.9581,64.9337,46.0472,79.0504,33.5104,25.0416,21.9072,41.1805,33.2717
SLC-10-A-01,SLC,10,SLC-10,A,01,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-21,102,53,2020-06-23,20.22,17.34,1.17,4.0314,100,2020-06-23,2020-06-23,foil,liquid nitrogen,ripe,include,,2020-06-23,slc-10-a-01-400dpi.tmt,1039.389,76842,320,322,299,300,321.2475,1.3886,22209,0.289,22.8799,0.1969,133.6535,70.4031,48.4446,85.6662,36.549,26.8999,24.8197,42.6968,36.6008,1056.1169,59131,278,285,266,273,320.6582,1.418,26358,0.4458,27.9345,0.1949,123.8637,58.752,44.539,79.2435,32.4658,29.16,21.7271,36.6898,36.3644
SLC-10-A-02,SLC,10,SLC-10,A,02,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-21,102,53,2020-07-17,18.87,16.88,1.12,3.1945,76,2020-07-17,2020-07-17,foil,liquid nitrogen,ripe,include,,2020-07-17,slc-10-a-02-400dpi.tmt,968.4356,66148,310,310,257,261,271.8399,3.2783,19183,0.29,21.2801,0.1968,131.4457,65.292,44.2735,82.66,35.0406,28.5767,25.2218,41.4316,38.1152,1042.9037,57105,293,296,241,244,298.4931,3.2202,25455,0.4458,27.3915,0.2075,116.4996,56.2634,40.7429,73.9835,30.6462,27.2092,21.2023,37.9269,34.4946
SLC-10-A-03,SLC,10,SLC-10,A,03,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-21,102,53,2020-07-22,17.82,17.16,1.04,3.1917,29,2020-07-22,2020-07-22,foil,liquid nitrogen,ripe,include,,2020-07-22,slc-10-a-03-400dpi.tmt,959.6488,65386,298,298,271,273,285.1497,1.7818,21094,0.3226,23.746,0.198,131.0813,76.2864,48.5483,84.517,37.5626,22.3765,25.873,49.1449,34.207,1088.7443,50692,276,281,230,235,321.6729,3.1826,22634,0.4465,23.3071,0.1993,110.741,53.5096,43.3938,72.5124,29.2384,26.6155,17.6284,33.518,31.9241
SLC-10-A-04,SLC,10,SLC-10,A,04,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-21,102,53,2020-07-30,21.57,19.75,1.09,4.6103,57,2020-07-30,2020-07-30,foil,liquid nitrogen,ripe,include,,2020-07-30,slc-10-a-04-400dpi.tmt,1081.1047,82856,344,344,291,292,303.9076,2.8542,21075,0.2544,20.7227,0.2006,129.1667,72.3165,50.2668,84.3975,36.3683,24.0324,23.382,44.2142,33.5302,956.7615,55773,271,279,252,254,286.1963,2.7227,24887,0.4462,29.3036,0.1963,116.213,55.4627,43.8484,75.3108,30.5338,27.821,19.2416,34.6685,33.8267
SLC-10-A-05,SLC,10,SLC-10,A,05,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-21,102,53,2020-07-30,22.57,20.08,1.12,5.3864,63,2020-07-30,2020-07-30,foil,liquid nitrogen,ripe,include,,2020-07-30,slc-10-a-05-400dpi.tmt,1165.0702,93220,351,360,329,331,362.5128,1.7388,25263,0.271,23.0405,0.1994,125.3823,73.5884,50.7919,82.8763,36.1429,21.7122,22.663,46.2275,31.3852,1234.3006,70201,324,333,271,275,344.2569,2.8151,31257,0.4453,28.4421,0.1981,115.0144,55.0849,41.9318,73.8443,30.2274,27.4096,19.9432,36.0396,33.8972
SLC-10-B-01,SLC,10,SLC-10,B,01,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-23,104,55,2020-06-23,18.95,16.26,1.17,3.2444,76,2020-06-23,2020-06-23,foil,liquid nitrogen,ripe,include,,2020-06-23,slc-10-b-01-400dpi.tmt,969.4062,67155,271,273,302,302,313.4967,2.0226,18303,0.2725,20.1741,0.1993,133.073,74.7892,48.8952,85.619,37.4541,24.1487,25.6821,46.7625,35.2524,982.2224,55999,249,254,270,271,294.5614,1.6515,24987,0.4462,28.6859,0.2008,121.4911,60.5941,45.3716,78.5154,32.4606,27.2207,21.0707,37.7424,34.423
SLC-10-B-02,SLC,10,SLC-10,B,02,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-23,104,55,2020-07-08,19.12,17.56,1.09,3.3538,72,2020-07-08,2020-07-08,foil,liquid nitrogen,ripe,include,,2020-07-08,slc-10-b-02-400dpi.tmt,973.8915,67601,307,308,271,272,280.6689,2.2374,21796,0.3224,24.2323,0.202,127.7431,65.0758,48.3853,82.8255,34.517,27.4541,22.1246,38.8645,35.2594,1032.4895,56449,280,283,253,257,305.4531,1.6065,25180,0.4461,27.3508,0.1964,107.9359,51.1274,39.4051,69.318,28.197,26.463,18.4669,34.9089,32.2695
SLC-10-B-03,SLC,10,SLC-10,B,03,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-23,104,55,2020-07-08,20.28,18.1,1.12,3.8992,79,2020-07-08,2020-07-08,foil,liquid nitrogen,ripe,include,,2020-07-08,slc-10-b-03-400dpi.tmt,1045.4895,76374,327,327,292,294,312.2288,2.2477,22062,0.2889,22.5972,0.2018,124.7599,65.1906,46.5162,80.5646,34.0756,25.9592,22.4917,40.9065,34.3476,1117.7443,61314,297,302,250,257,347.6287,2.9264,27309,0.4454,27.3363,0.2047,103.9083,50.4977,41.7947,68.5404,27.4827,25.341,16.0095,32.2832,29.9745
SLC-10-B-04,SLC,10,SLC-10,B,04,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-23,104,55,2020-07-23,19.99,18.18,1.10,3.8812,48,2020-07-23,2020-07-23,foil,liquid nitrogen,ripe,include,,2020-07-23,slc-10-b-04-400dpi.tmt,1055.8742,77071,329,330,290,292,317.2122,1.9839,24836,0.3222,25.474,0.2006,119.1886,75.4207,50.3804,79.7846,35.8052,17.7707,22.1999,51.3232,28.4364,770.9087,30598,162,170,270,280,312.1609,13.3053,13785,0.4505,20.1027,0.1988,121.4492,59.8607,44.3721,78.0298,32.3782,27.4838,21.4963,38.0305,34.892
SLC-10-B-05,SLC,10,SLC-10,B,05,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-23,104,55,2020-09-06,17.44,16.25,1.07,2.6869,48,2020-09-06,2020-09-06,foil,placed in -20 freezer,ripe,include,,2020-09-06,slc-10-b-05-400dpi_0002.tmt,902.1341,57409,265,267,274,274,285.8012,0.9359,19504,0.3397,23.5317,0.2038,128.5687,68.2056,45.7593,82.0244,35.2898,25.7145,24.5316,43.6514,35.5392,1077.8154,48379,247,255,249,253,326.5198,1.5468,21599,0.4465,22.4747,0.212,111.3735,52.3644,44.6597,73.3974,29.1126,27.5922,16.7974,31.3319,32.303
SLC-10-C-01,SLC,10,SLC-10,C,01,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-20,101,52,2020-06-23,19.64,16.6,1.18,3.5902,68,2020-06-23,2020-06-23,foil,liquid nitrogen,ripe,include,,2020-06-23,slc-10-c-01-400dpi.tmt,1000.5778,71963,281,281,312,312,326.8054,2.21,20799,0.289,22.2493,0.1993,133.7337,74.4043,50.5336,86.6859,37.494,24.8049,24.7126,44.8933,35.0142,1009.3473,58131,282,285,256,257,292.4576,1.808,25945,0.4463,28.9006,0.2021,122.4023,58.2758,43.6739,78.1493,32.0945,28.7621,21.6543,36.9753,36.0023
SLC-10-C-02,SLC,10,SLC-10,C,02,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-20,101,52,2020-07-17,20.82,19.99,1.04,4.8546,68,2020-07-17,2020-07-17,foil,liquid nitrogen,ripe,include,,2020-07-17,slc-10-c-02-400dpi.tmt,1104.7027,86072,342,343,312,314,336.6163,1.9424,23380,0.2716,22.5816,0.2018,126.733,72.8633,51.6555,83.9226,36.1417,22.8098,22.2423,44.2783,31.8592,1192.3423,66699,301,308,283,287,353.9942,1.6964,29694,0.4452,27.9126,0.2046,116.4518,54.9917,41.2504,74.2026,30.4217,27.9386,20.6549,36.4754,34.7446
SLC-10-C-03,SLC,10,SLC-10,C,03,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-20,101,52,2020-07-23,19.9,17.46,1.14,3.5896,30,2020-07-23,2020-07-23,foil,liquid nitrogen,ripe,include,,2020-07-23,slc-10-c-03-400dpi.tmt,1027.6488,73627,322,322,279,282,305.1487,2.5282,26117,0.3547,27.697,0.1994,130.4384,81.9904,51.7321,85.7145,38.823,18.9967,25.6764,53.5041,31.9398,867.6194,51801,262,264,247,255,284.6178,1.8556,23144,0.4468,29.82,0.2023,119.4439,59.266,41.9114,75.9325,31.8537,26.8422,22.257,39.6648,34.8694
SLC-10-C-04,SLC,10,SLC-10,C,04,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-20,101,52,2020-07-23,18.21,16.83,1.08,3.0476,32,2020-07-23,2020-07-23,foil,liquid nitrogen,ripe,include,,2020-07-23,slc-10-c-04-400dpi.tmt,958.9037,64604,295,295,282,283,298.5597,1.5136,20853,0.3228,23.478,0.2034,128.0078,70.8519,52.399,84.8536,35.9316,24.5209,21.5816,41.3519,32.6656,792.3768,40720,227,229,244,251,280.5576,3.2764,18249,0.4482,25.7377,0.2061,115.9529,54.0942,43.0885,74.8236,30.2233,28.3537,19.2391,34.1584,34.2648
SLC-10-C-05,SLC,10,SLC-10,C,05,roy,1.5,cycle_2018,2020-03-11,2020-05-04,2020-04-29,49,2020-06-20,101,52,2020-09-06,19.15,17.24,1.11,3.3976,51,2020-09-06,2020-09-06,foil,placed in -20 freezer,ripe,include,,2020-09-06,slc-10-c-05-400dpi.tmt,980.6194,68366,282,284,297,298,312.9295,1.0879,26380,0.3859,29.7174,0.2021,121.7305,67.7236,48.31,79.9874,34.2393,23.3627,21.4838,42.6008,31.7391,1133.2712,55582,253,278,267,269,341.4626,1.101,24750,0.4453,24.5277,0.2087,108.2855,55.4997,45.7766,72.4754,29.3315,24.6403,16.2085,33.3372,29.4934
SLC-B5-A-01,SLC,B5,SLC-B5,A,01,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-12,93,50,2020-07-10,23.13,21.2,1.09,6.2508,55,2020-07-10,2020-07-10,foil,placed in -20 freezer,ripe,include,,2020-07-10,slc-b5-a-01-400dpi.tmt,1197.7981,102135,359,360,361,363,383.1512,0.6832,31042,0.3039,27.8448,0.2006,121.5935,68.4887,47.9727,79.7584,34.3661,22.8945,21.727,43.5013,31.563,1268.3667,72541,321,323,294,296,363.0316,1.6318,32271,0.4449,28.5055,0.1994,107.3781,50.313,45.5138,71.9008,28.1172,27.241,14.8862,28.655,31.0431
SLC-B5-A-02,SLC,B5,SLC-B5,A,02,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-12,93,50,2020-07-10,22.43,19.59,1.14,5.3763,45,2020-07-10,2020-07-10,foil,placed in -20 freezer,ripe,include,,2020-07-10,slc-b5-a-02-400dpi.tmt,1146.058,93943,354,354,329,329,356.16,1.395,31686,0.3373,29.9984,0.2006,121.539,74.0501,51.9402,81.5932,35.7167,19.8773,21.2314,46.8866,29.084,1163.7149,69656,312,318,280,284,346.2861,2.4017,31015,0.4453,29.9954,0.2019,118.1848,51.2192,45.5788,77.0158,30.0587,31.0098,17.8073,29.8666,35.759
SLC-B5-A-03,SLC,B5,SLC-B5,A,03,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-12,93,50,2020-07-10,19.59,17.62,1.11,3.8877,14,2020-07-10,2020-07-10,foil,placed in -20 freezer,ripe,include,,2020-07-10,slc-b5-a-03-400dpi.tmt,1027.188,75100,322,323,296,297,314.3174,1.5164,22956,0.3057,23.8853,0.2019,113.4221,60.6112,45.1483,74.5607,31.368,23.6956,19.2426,39.0792,30.5247,1097.9159,60552,281,287,271,276,343.05,1.0456,26998,0.4459,27.6325,0.2021,105.3327,49.249,44.7467,70.5661,27.5345,26.8838,14.4871,28.3193,30.5388
SLC-B5-A-04,SLC,B5,SLC-B5,A,04,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-12,93,50,2020-07-17,25.62,23.15,1.11,8.3692,90,2020-07-17,2020-07-17,foil,liquid nitrogen,ripe,include,,2020-07-17,slc-b5-a-04-400dpi_0001.tmt,1308.6682,123300,402,402,383,384,398.3079,0.9807,41440,0.3361,34.3375,0.2015,135.6963,81.127,60.6011,92.3378,39.4259,22.614,21.6573,43.7621,31.3118,1399.8641,87130,355,358,310,318,388.0705,2.5884,38687,0.444,30.7269,0.1937,123.6245,52.0309,45.4509,79.5449,31.1304,32.6946,19.4773,30.7837,38.0566
SLC-B5-A-05,SLC,B5,SLC-B5,A,05,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-12,93,50,2020-07-17,21.61,19.04,1.13,5.1346,24,2020-07-17,2020-07-17,foil,liquid nitrogen,ripe,include,,2020-07-17,slc-b5-a-05-400dpi_0001.tmt,1130.058,90619,345,346,330,333,353.8638,0.8187,32047,0.3536,30.9819,0.2029,110.6528,63.0083,45.4309,73.38,31.5274,21.0939,19.1783,42.2766,28.5089,1276.4083,63898,287,298,273,279,366.6298,1.4813,28439,0.4451,24.9424,0.2049,104.0395,49.3899,44.9729,70.0636,27.3616,26.3398,14.0937,28.15,29.8734
SLC-B5-B-01,SLC,B5,SLC-B5,B,01,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-08,89,46,2020-06-09,16.64,15.68,1.06,2.4171,20,2020-06-09,2020-06-09,2_ml_tube,placed in -80 freezer,ripe,include,,2020-06-09,slc-b5-b-01-400dpi.tmt,871.8915,54594,263,264,266,266,282.5652,0.6096,18597,0.3406,23.0701,0.2053,126.9365,66.5045,43.3711,80.125,34.646,25.9324,24.8197,43.744,35.8957,855.9504,42544,228,231,232,235,271.1926,0.8615,19042,0.4476,25.0316,0.1974,108.6767,46.9771,41.9158,70.8393,27.5643,29.2814,16.4082,29.2647,33.5653
SLC-B5-B-02,SLC,B5,SLC-B5,B,02,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-08,89,46,2020-07-17,24.61,22.83,1.08,7.7684,68,2020-07-17,2020-07-17,foil,liquid nitrogen,ripe,include,,2020-07-17,slc-b5-b-02-400dpi_0003.tmt,1281.0113,117434,396,396,371,372,387.8144,1.2062,37580,0.32,31.5781,0.1995,122.4304,65.7016,48.0853,80.1871,33.8598,24.8565,21.0677,40.2837,32.5836,1545.7758,88321,349,355,317,325,448.317,1.828,39193,0.4438,28.2949,0.2006,107.9731,51.2622,46.7376,72.7545,28.4059,27.03,14.5545,28.3007,30.6994
SLC-B5-B-03,SLC,B5,SLC-B5,B,03,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-08,89,46,2020-07-17,21.84,20.06,1.09,5.3519,29,2020-07-17,2020-07-17,foil,liquid nitrogen,ripe,include,,2020-07-17,slc-b5-b-03-400dpi.tmt,1141.9159,92374,349,349,328,329,336.6254,1.309,31143,0.3371,29.6038,0.2006,123.1994,63.3337,46.1759,79.6631,33.4509,26.3523,21.7132,39.4871,34.1454,1261.1829,74314,320,325,292,304,360.5209,1.4571,33056,0.4448,29.3582,0.1893,108.3688,47.6312,43.546,71.4319,27.6697,28.8927,15.5122,28.2309,32.7935
SLC-B5-B-04,SLC,B5,SLC-B5,B,04,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-08,89,46,2020-07-17,23.16,20.75,1.12,6.2357,44,2020-07-17,2020-07-17,foil,liquid nitrogen,ripe,include,,2020-07-17,slc-b5-b-04-400dpi.tmt,1200.2834,102903,364,365,359,359,378.4348,0.695,27819,0.2703,24.7545,0.2027,122.5798,64.1575,45.5941,79.0913,33.5147,25.5761,22.0688,40.7898,33.7812,1315.6387,82581,340,343,310,311,369.5054,2.009,36703,0.4444,31.1504,0.1971,112.3872,49.3485,44.8968,73.9617,28.7175,29.6748,16.2157,28.6543,33.8163
SLC-B5-B-05,SLC,B5,SLC-B5,B,05,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-08,89,46,2020-09-06,25.67,23.52,1.09,8.6302,100,2020-09-06,2020-09-06,foil,placed in -20 freezer,ripe,include,,2020-09-06,slc-b5-b-05-400dpi_0001.tmt,1309.3128,121574,372,373,400,401,406.7686,1.4961,34795,0.2862,28.4138,0.2016,127.8017,70.8734,52.3194,84.7042,35.8808,24.5068,21.4251,41.1616,32.5518,1622.7758,86798,318,329,345,347,472.8589,1.6832,38538,0.444,26.6695,0.1981,108.0769,51.9027,47.1014,72.9632,28.5899,26.8007,14.5061,28.4248,30.4746
SLC-B5-C-01,SLC,B5,SLC-B5,C,01,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-15,96,53,2020-06-16,20.95,18.86,1.11,4.6616,80,2020-06-16,2020-06-16,foil,placed in -80 freezer,ripe,include,,2020-06-16,slc-b5-c-01-400dpi.tmt,1101.9575,86815,332,332,335,336,353.1579,0.5739,27931,0.3217,27.357,0.2018,132.6541,73.7705,42.0557,82.2049,37.0842,24.0248,28.6844,50.0519,37.4164,1095.5311,66578,306,309,271,282,322.6636,2.0428,29662,0.4455,30.3834,0.1967,114.3431,48.7858,43.5147,74.2574,28.9133,30.6205,17.4121,29.6244,35.225
SLC-B5-C-02,SLC,B5,SLC-B5,C,02,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-15,96,53,2020-06-19,19.26,17.87,1.08,3.767,48,2020-06-19,2020-06-19,2_ml_tube,placed in -80 freezer,ripe,include,,2020-06-19,slc-b5-c-02-400dpi.tmt,1008.661,72765,305,306,295,295,319.7242,0.8312,21028,0.289,22.2896,0.2033,131.2917,72.8549,48.0857,84.3714,36.7728,24.4707,25.0297,45.647,35.0043,1086.7443,56603,269,280,263,264,325.0613,1.2537,25250,0.4461,26.0637,0.1917,119.3017,49.5917,43.8225,76.7504,29.8857,32.172,18.6252,30.0677,37.1745
SLC-B5-C-03,SLC,B5,SLC-B5,C,03,roy,1.5,bgv,2020-03-11,2020-05-04,2020-04-23,43,2020-06-15,96,53,2020-07-14,22.28,20.73,1.07,5.9375,52,2020-07-14,2020-07-14,foil,placed in -20 freezer,ripe,include,,2020-07-14,slc-b5-c-03-400dpi.tmt,1171.4133,98321,355,355,351,352,368.7014,0.6028,28282,0.2876,25.833,0.2028,127.9305,66.089,44.7489,81.2207,34.7494,26.6194,24.296,42.3873,36.0401,1259.325,71110,314,316,287,290,368.8237,1.566,31658,0.4452,28.275,0.2006,115.1807,47.5181,42.1205,73.978,28.7902,31.538,18.1361,29.9013,36.3808
