Sample_name,Species,Accession,Sp_ac,Rep ,Fruit_num,Clr_cat,Phylo_pos,Seed_source,Date_started,Date_planted,Date_first_flower,Days_first_flower,Date_first_ripe_fruit,Days_ripe_fruit,Days_flow_to_fruit,Date_collected,Diameter_mm,Length_mm,Diam_lgth_ratio,Fresh_weight_grams,Seed_count,Scanned_date,Pericarp_frozen_date,Frozen_in,Frozen_method,Ripeness,Include_in_analysis,Notes,Scanned_date,Image_scan_file_name,Perimeter_inside,Area_inside,Width Mid-height_inside,Maximum Width_inside,Height Mid-width_inside,Maximum Height_inside,Curved Height_inside,Lobedness Degree_inside,Tomato Pericarp Area_inside,Tomato Pericarp Area Ratio_inside,Tomato Pericarp Thickness_inside,Tomato Pericarp Thickness Ratio_inside,Average Red_inside,Average Green_inside,Average Blue_inside,Average Luminosity_inside,Average L Value_inside,Average a Value_inside,Average b Value_inside,Average Hue_inside,Average Chroma_inside,Perimeter_outside,Area_outside,Width Mid-height_outside,Maximum Width_outside,Height Mid-width_outside,Maximum Height_outside,Curved Height_outside,Lobedness Degree_outside,Tomato Pericarp Area_outside,Tomato Pericarp Area Ratio_outside,Tomato Pericarp Thickness_outside,Tomato Pericarp Thickness Ratio_outside,Average Red_outside,Average Green_outside,Average Blue_outside,Average Luminosity_outside,Average L Value_outside,Average a Value_outside,Average b Value_outside,Average Hue_outside,Average Chroma_outside
SHY-03-B-06,SHY,03,SHY-03,B,06,grn,8,tgrc,2020-02-27,2020-05-04,2020-04-19,52,2020-07-30,154,102,2020-09-01,16.01,13.47,1.19,1.8386,99,not scanned,2020-09-01,foil,liquid nitrogen,ripe,remove,remove from pca analysis since fruit not scanned,not scanned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHY-03-C-01,SHY,03,SHY-03,C,01,grn,8,tgrc,2020-02-27,2020-05-04,2020-04-19,52,2020-07-30,154,102,2020-07-30,18.58,15.06,1.23,2.5498,167,2020-07-30,2020-07-30,foil,liquid nitrogen,ripe,include,,2020-07-30,shy-03-c-01-400dpi.tmt,940.5361,62230,294,298,255,257,265.6651,2.6849,18031,0.2897,20.6076,0.2007,99.9742,92.7447,62.653,76.6622,38.3659,-0.0344,18.3795,90.1071,18.3795,934.3351,50550,265,272,229,239,252.0276,2.6747,22576,0.4466,27.0613,0.2038,111.4725,96.8897,71.7378,86.2163,40.6724,3.7025,16.5879,77.4174,16.9961
SHY-03-C-02,SHY,03,SHY-03,C,02,grn,8,tgrc,2020-02-27,2020-05-04,2020-04-19,52,2020-07-30,154,102,2020-07-30,19.42,14.43,1.35,2.6958,153,2020-07-30,2020-07-30,foil,liquid nitrogen,ripe,include,,2020-07-30,shy-03-c-02-400dpi.tmt,981.3057,67081,316,316,263,264,282.0498,3.0533,25917,0.3864,29.1573,0.1994,101.0933,96.9586,66.8489,79.2282,39.7443,-1.5059,17.8614,94.8191,17.9248,998.5067,56950,287,288,245,248,297.5002,2.4849,25408,0.4461,28.5514,0.2021,106.4623,98.7583,75.4528,85.6229,40.7996,0.9017,14.5419,86.4519,14.5699
SHY-03-C-03,SHY,03,SHY-03,C,03,grn,8,tgrc,2020-02-27,2020-05-04,2020-04-19,52,2020-07-30,154,102,2020-08-07,18.89,13.89,1.36,2.6226,140,2020-08-07,2020-08-07,foil,placed in -20 freezer,ripe,include,,2020-08-07,shy-03-c-03-400dpi.tmt,979.992,68793,270,272,307,307,311.4262,2.3876,33704,0.4899,39.2877,0.1963,105.4181,100.3709,71.0626,83.4709,41.2378,-1.0664,17.5419,93.4789,17.5743,1015.7494,55249,232,250,275,280,316.4919,3.3812,24612,0.4455,27.2008,0.2026,112.5892,101.8299,81.8793,91.5195,42.3699,2.5739,13.1849,78.9539,13.4338
SHY-03-C-04,SHY,03,SHY-03,C,04,grn,8,tgrc,2020-02-27,2020-05-04,2020-04-19,52,2020-07-30,154,102,2020-08-07,19.12,13.55,1.41,2.5775,137,2020-08-07,2020-08-07,foil,placed in -20 freezer,ripe,include,,2020-08-07,shy-03-c-04-400dpi.tmt,964.7788,66357,262,265,304,304,312.8579,3.0219,27676,0.4171,32.0307,0.2023,104.0498,101.6119,72.0529,83.7161,41.4953,-2.2483,17.3233,97.3948,17.4686,966.8204,59267,244,252,290,292,314.2772,3.4384,26400,0.4454,30.858,0.2008,119.5031,113.5549,92.9426,100.0055,46.4883,0.227,12.7736,88.9818,12.7756
SHY-03-C-05,SHY,03,SHY-03,C,05,grn,8,tgrc,2020-02-27,2020-05-04,2020-04-19,52,2020-07-30,154,102,2020-09-12,11.51,9.54,1.21,0.6961,52,2020-09-12,2020-09-12,foil,placed in -20 freezer,ripe,include,,2020-09-12,shy-03-c-05-400dpi.tmt,595.6001,25740,175,175,183,183,222.2724,1.0921,11596,0.4505,21.9294,0.2057,109.9038,109.0875,66.3459,83.4042,44.0301,-4.8422,23.8983,101.4541,24.3839,608.2864,24625,171,173,173,176,210.8003,1.2737,11104,0.4509,20.5389,0.1988,105.7258,101.6734,72.8456,84.1735,41.3883,-1.5355,16.9352,95.1806,17.0046
SL-AC-A-01,SL,AC,SL-AC,A,01,roy,1,Denise_T,2020-03-10,2020-05-04,2020-05-02,53,2020-06-22,104,51,2020-07-15,45.56,40.04,1.14,46.8283,70,2020-07-15,2020-07-15,foil,liquid nitrogen,ripe,include,,2020-07-15,sl-ac-a-01-400dpi.tmt,2414.8805,390893,700,702,713,721,756.4778,0.8957,129974,0.3325,58.1636,0.1986,119.0738,72.8992,55.7892,82.2102,35.225,19.862,18.3585,42.7472,27.0468,3323.0441,286352,591,610,600,617,784.548,1.3309,126214,0.4408,42.5479,0.201,121.9012,63.5745,46.7596,79.3597,33.2476,25.7024,21.2613,39.598,33.3565
SL-AC-A-02,SL,AC,SL-AC,A,02,roy,1,Denise_T,2020-03-10,2020-05-04,2020-05-02,53,2020-06-22,104,51,2020-07-15,52.99,42.35,1.25,63.59,165,2020-07-15,2020-07-15,foil,liquid nitrogen,ripe,include,,2020-07-15,sl-ac-a-02-400dpi.tmt,2715.775,506903,789,789,813,815,831.8888,1.0522,208201,0.4107,85.0163,0.2003,125.8322,80.6415,57.8324,86.4181,38.0095,18.338,21.19,49.1268,28.0232,3199.973,340168,617,640,694,712,846.0253,2.3818,149887,0.4406,52.4602,0.1918,133.2517,83.7033,44.7359,83.7576,39.4695,18.7883,30.1257,58.0497,35.5044
SL-AC-A-03,SL,AC,SL-AC,A,03,roy,1,Denise_T,2020-03-10,2020-05-04,2020-05-02,53,2020-06-22,104,51,2020-08-14,45.42,39.99,1.14,45.2532,58,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,,2020-08-14,sl-ac-a-03-400dpi.tmt,2338.5719,383564,682,686,700,701,709.485,0.9565,145896,0.3804,68.5743,0.2009,119.1718,64.4951,50.2685,79.6562,33.1803,24.3555,18.9014,37.8138,30.8295,3245.9141,257324,556,568,609,611,790.8566,1.958,113394,0.4407,39.0182,0.1835,130.6343,84.1818,52.7938,86.2887,39.3328,18.041,25.6028,54.8296,31.3206
SL-AC-A-04,SL,AC,SL-AC,A,04,roy,1,Denise_T,2020-03-10,2020-05-04,2020-05-02,53,2020-06-22,104,51,2020-08-14,44.58,39.87,1.12,43.8186,57,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,,2020-08-14,sl-ac-a-04-400dpi.tmt,2334.2043,377124,677,685,668,676,693.6512,1.1276,119142,0.3159,55.1077,0.2009,116.1828,66.0875,52.7491,79.3288,33.1725,22.4763,17.3033,37.5908,28.3653,4813.4259,234981,458,513,623,802,1334.7378,10.7242,103415,0.4401,24.096,0.2402,114.4121,63.8628,53.0041,78.669,32.3025,22.9658,15.8952,34.6881,27.93
SL-AC-A-05,SL,AC,SL-AC,A,05,roy,1,Denise_T,2020-03-10,2020-05-04,2020-05-02,53,2020-06-22,104,51,2020-09-13,42.47,39.27,1.08,39.8299,107,2020-09-13,2020-09-13,foil,placed in -20 freezer,ripe,include,,2020-09-13,sl-ac-a-05-400dpi_0001.tmt,2220.5719,347443,666,668,663,663,675.2664,0.3139,137633,0.3961,68.3169,0.1997,120.5454,70.9655,54.7573,82.4342,34.8458,21.6052,18.5649,40.6718,28.4858,2548.2947,216360,560,567,497,513,651.4813,2.0524,95524,0.4415,42.0824,0.1968,120.2903,67.296,46.7314,78.5927,33.8236,22.9492,21.8327,43.5718,31.6755
SL-AC-B-01,SL,AC,SL-AC,B,01,roy,1,Denise_T,2020-03-10,2020-05-04,2020-05-02,53,2020-06-23,105,52,2020-07-15,48.5,43.67,1.11,56.82,142,2020-07-15,2020-07-15,foil,liquid nitrogen,ripe,include,,2020-07-15,sl-ac-b-01-400dpi.tmt,2567.7506,455065,746,748,768,770,786.4359,0.6101,187065,0.4111,81.0608,0.1997,117.3186,78.3331,58.7345,82.8255,36.3206,16.1586,18.2747,48.5167,24.3939,3269.6349,312861,629,638,620,657,847.6877,1.1355,137869,0.4407,47.2886,0.1978,124.1521,70.1695,48.4392,81.2157,35.0444,23.0495,22.6533,44.5033,32.318
SL-AC-B-02,SL,AC,SL-AC,B,02,roy,1,Denise_T,2020-03-10,2020-05-04,2020-05-02,53,2020-06-23,105,52,2020-07-15,49.53,42.8,1.16,57.53,94,2020-07-15,2020-07-15,foil,liquid nitrogen,ripe,include,,2020-07-15,sl-ac-b-02-400dpi.tmt,2594.7973,464083,747,749,774,775,793.794,0.9152,197759,0.4261,85.1643,0.2008,111.721,62.8234,47.6469,74.9103,31.6893,21.901,18.2605,39.8206,28.5149,3418.4238,335770,628,642,669,688,854.8112,1.5088,147983,0.4407,48.5116,0.2003,119.562,60.8139,45.8519,77.8329,32.2607,26.2411,20.3943,37.854,33.2344
SL-AC-B-03,SL,AC,SL-AC,B,03,roy,1,Denise_T,2020-03-10,2020-05-04,2020-05-02,53,2020-06-23,105,52,2020-08-14,46.81,41.41,1.13,51.1701,124,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,,2020-08-14,sl-ac-b-03-400dpi.tmt,2437.9516,414206,746,750,714,714,721.5252,1.0439,157464,0.3802,70.8202,0.1997,116.1697,64.1511,50.0109,78.1094,32.6517,23.2817,18.2533,38.0972,29.5841,3385.6887,250993,612,626,558,572,922.1067,2.5409,110679,0.441,36.5637,0.201,119.2915,65.0451,53.5544,81.2586,33.3139,24.4299,17.1907,35.133,29.8721
SL-AC-B-04,SL,AC,SL-AC,B,04,roy,1,Denise_T,2020-03-10,2020-05-04,2020-05-02,53,2020-06-23,105,52,2020-08-14,52.02,43.98,1.18,68.44,212,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,,2020-08-14,sl-ac-b-04-400dpi.tmt,2732.7455,522255,790,798,831,833,844.2935,1.2411,214492,0.4107,86.9054,0.1987,118.8837,66.0024,51.7836,80.235,33.5237,23.4931,18.4477,38.1403,29.8705,4257.1416,324716,666,681,613,663,973.376,2.0479,142970,0.4403,37.6307,0.208,133.7926,77.5357,52.7681,87.7729,38.2264,23.2801,24.2217,46.1356,33.5954
SL-AC-B-05,SL,AC,SL-AC,B,05,roy,1,Denise_T,2020-03-10,2020-05-04,2020-05-02,53,2020-06-23,105,52,2020-09-13,42.35,39.08,1.08,40.3245,117,2020-09-13,2020-09-13,foil,placed in -20 freezer,ripe,include,,2020-09-13,sl-ac-b-05-400dpi.tmt,2242.1871,355394,652,653,687,688,694.7602,1.0398,123950,0.3488,60.1343,0.2009,126.9632,70.9818,53.4108,84.8295,35.8147,24.1209,20.8066,40.7809,31.8549,2409.7384,218664,553,559,499,509,630.0782,1.7431,96561,0.4416,44.9579,0.2011,130.6782,68.2863,46.7813,83.5047,35.5567,26.7532,24.5065,42.4903,36.2809
SL-AC-C-01,SL,AC,SL-AC,C,01,roy,1,Denise_T,2020-04-03,2020-05-04,2020-05-15,42,2020-06-25,83,41,2020-07-03,50.04,43.4,1.15,63.26,118,2020-07-03,2020-07-03,foil,liquid nitrogen,ripe,include,,2020-07-03,sl-ac-c-01-400dpi_0001.tmt,2823.2724,491764,786,789,795,797,842.0096,0.6306,138696,0.282,52.4228,0.1997,112.586,65.0288,47.8402,75.4411,32.2767,20.997,18.9183,42.0189,28.2626,3387.2035,345776,672,676,638,650,810.14,1.4363,152349,0.4406,50.3651,0.2009,113.8887,64.5653,50.0028,77.1067,32.3008,22.0607,17.7742,38.8583,28.3301
SL-AC-C-02,SL,AC,SL-AC,C,02,roy,1,Denise_T,2020-04-03,2020-05-04,2020-05-15,42,2020-06-25,83,41,2020-07-15,43.14,38.91,1.11,41.9531,60,2020-07-15,2020-07-15,foil,liquid nitrogen,ripe,include,,2020-07-15,sl-ac-c-02-400dpi.tmt,2328.6135,370687,689,690,672,675,685.1604,0.7242,152493,0.4114,72.5939,0.2003,116.5186,68.3378,50.1768,78.3883,33.6597,20.9668,19.4546,42.8575,28.6022,3256.7598,288930,615,621,611,641,828.6799,0.9397,127393,0.4409,43.8245,0.2016,119.9585,62.228,43.9675,77.132,32.552,25.464,21.7934,40.5586,33.5166
SL-AC-C-03,SL,AC,SL-AC,C,03,roy,1,Denise_T,2020-04-03,2020-05-04,2020-05-15,42,2020-06-25,83,41,2020-08-14,48.58,41.39,1.17,55.4723,144,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,,2020-08-14,sl-ac-c-03-400dpi.tmt,2526.8633,446432,748,750,760,761,773.3464,0.6029,155482,0.3483,67.0104,0.1992,120.3992,67.64,53.0407,81.4778,34.0834,23.3965,18.5396,38.3937,29.8515,3949.0045,281048,608,648,570,607,944.0191,2.2001,123734,0.4403,35.1224,0.1977,123.8597,67.0575,48.6229,81.1416,34.3608,24.7584,21.4815,40.9464,32.7786
SL-AC-C-04,SL,AC,SL-AC,C,04,roy,1,Denise_T,2020-04-03,2020-05-04,2020-05-15,42,2020-06-25,83,41,2020-08-14,49.45,41.96,1.18,57.9224,115,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,,2020-08-14,sl-ac-c-04-400dpi.tmt,2624.3952,473186,792,795,746,747,766.0233,1.5384,179781,0.3799,75.3503,0.2018,117.3871,63.4592,49.7765,78.5792,32.6722,24.2276,18.5395,37.4239,30.5072,3677.8136,283869,648,656,573,577,973.1858,2.3663,125110,0.4407,38.2048,0.184,125.9426,66.3441,51.9552,83.6847,34.5644,26.2705,20.0233,37.3146,33.0314
SL-AC-C-05,SL,AC,SL-AC,C,05,roy,1,Denise_T,2020-04-03,2020-05-04,2020-05-15,42,2020-06-25,83,41,2020-09-13,42.86,40.23,1.07,42.6701,93,2020-09-13,2020-09-13,foil,placed in -20 freezer,ripe,include,3 locules,2020-09-13,sl-ac-c-05-400dpi.tmt,2310.4125,369511,666,669,705,707,714.494,1.0813,152025,0.4114,73.0339,0.1997,121.6635,63.9085,52.7614,81.979,33.4452,25.9699,17.9647,34.6736,31.5779,3162.8776,211557,541,566,515,560,709.8032,1.6538,93388,0.4414,33.1372,0.2309,119.2585,60.8642,48.4589,78.9124,32.2571,26.3571,18.9471,35.7109,32.4605
SL-GD-A-01,SL,GD,SL-GD,A,01,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-12,94,45,2020-06-23,26.06,22.76,1.14,8.8611,31,2020-06-23,2020-06-23,foil,liquid nitrogen,ripe,include,,2020-06-23,sl-gd-a-01-400dpi.tmt,1357.4377,131524,418,418,399,399,410.1167,0.8575,52480,0.399,42.7103,0.1986,126.6596,90.5564,49.2539,82.7805,40.4643,11.9626,28.9244,67.531,31.3006,1590.0479,103430,369,374,353,355,442.0865,1.3395,45870,0.4435,32.3476,0.2005,124.5753,75.6295,43.0741,78.8914,36.288,19.7832,26.9417,53.7103,33.425
SL-GD-A-02,SL,GD,SL-GD,A,02,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-12,94,45,2020-07-14,28.63,26.58,1.08,12.1541,48,2020-07-14,2020-07-14,foil,placed in -20 freezer,ripe,include,,2020-07-14,sl-gd-a-02-400dpi.tmt,1490.7342,158312,448,450,445,445,462.4771,0.6666,63054,0.3983,46.6882,0.1987,115.5447,88.119,50.2605,78.0523,38.5643,8.3588,25.7956,72.0455,27.1162,1507.9646,106077,386,395,344,348,402.4738,1.8451,47062,0.4437,34.9857,0.1995,132.0707,81.8243,39.8762,80.9156,38.7374,19.2935,31.5388,58.5444,36.9721
SL-GD-A-03,SL,GD,SL-GD,A,03,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-12,94,45,2020-07-14,28.75,26.64,1.08,12.4229,55,2020-07-14,2020-07-14,foil,placed in -20 freezer,ripe,include,,2020-07-14,sl-gd-a-03-400dpi.tmt,1476.1484,154449,459,459,426,426,440.9072,1.3086,66232,0.4288,50.0086,0.2004,115.924,87.9652,48.2907,77.306,38.5471,8.4527,26.779,72.4818,28.0813,1500.0479,104814,378,383,349,352,418.2099,1.4797,46478,0.4434,34.5083,0.1984,133.5773,80.694,39.172,81.2931,38.6294,20.5047,31.9029,57.2703,37.9241
SL-GD-A-04,SL,GD,SL-GD,A,04,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-12,94,45,2020-08-14,28.78,26.39,1.09,12.5354,44,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,green jelly around seeds - seem more mature. Fruit cracked before I started measuring it. ,2020-08-14,sl-gd-a-04-400dpi.tmt,1522.0479,154410,444,447,433,438,474.0409,1.2229,59106,0.3828,42.7054,0.2005,121.3048,87.9101,59.6494,85.1489,39.3018,12.1633,21.5588,60.5687,24.7533,2159.2338,97270,357,372,305,353,565.4163,2.9723,43027,0.4423,22.2664,0.1972,115.0388,67.4962,48.3884,76.902,33.1935,20.7503,20.0154,43.9673,28.8304
SL-GD-A-05,SL,GD,SL-GD,A,05,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-12,94,45,2020-08-14,30.72,28.11,1.09,14.6729,50,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,green jelly around seeds - seem more mature. Fruit cracked before I started measuring it. ,2020-08-14,sl-gd-a-05-400dpi.tmt,1579.8297,174257,478,480,467,469,496.759,0.5335,77128,0.4426,54.7328,0.1987,124.4019,89.032,63.8452,88.5799,40.0053,13.2919,20.2486,56.7177,24.2215,2126.5424,117245,422,436,344,353,532.9733,4.0418,51874,0.4424,27.1204,0.2014,122.782,71.1286,52.6244,82.5423,35.166,22.326,20.4741,42.5224,30.2925
SL-GD-B-01,SL,GD,SL-GD,B,01,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-09,91,42,2020-06-09,21.21,19.52,1.09,4.8116,19,2020-06-09,2020-06-09,foil,placed in -80 freezer,ripe,include,,2020-06-09,sl-gd-b-01-400dpi.tmt,1084.6022,84556,335,336,315,315,337.0874,1.074,32561,0.3851,33.0169,0.203,138.4131,98.1535,47.0328,87.2674,43.7373,12.5779,34.2943,69.8588,36.5281,1049.661,62690,291,293,274,276,318.562,1.372,27928,0.4455,29.6925,0.1993,133.7783,85.7996,38.0559,80.8648,39.9139,17.4991,33.8618,62.671,38.1161
SL-GD-B-02,SL,GD,SL-GD,B,02,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-09,91,42,2020-07-08,22.26,21.1,1.05,5.9001,5,2020-07-08,2020-07-08,foil,liquid nitrogen,ripe,include,,2020-07-08,sl-gd-b-02-400dpi.tmt,1157.857,94720,353,355,337,337,379.6529,0.9617,37904,0.4002,36.1288,0.204,122.079,82.0091,49.935,80.9442,37.7456,15.0876,25.0771,58.9668,29.266,1171.3301,70801,312,317,288,289,330.4423,1.6942,31532,0.4454,30.2095,0.2019,123.2164,67.8203,44.6009,78.9664,34.3101,23.8048,23.9216,45.1403,33.7477
SL-GD-B-03,SL,GD,SL-GD,B,03,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-09,91,42,2020-07-08,30.21,27.46,1.10,13.5771,51,2020-07-08,2020-07-08,foil,liquid nitrogen,ripe,include,,2020-07-08,sl-gd-b-03-400dpi.tmt,1557.2784,170036,469,470,446,448,462.8785,1.2437,65027,0.3824,46.0178,0.2004,125.4701,83.5134,47.2662,81.2815,38.5078,15.547,27.5919,60.6003,31.6705,1799.582,102942,395,412,331,344,465.9732,3.2572,45675,0.4437,28.3118,0.2164,123.9493,66.499,45.6931,79.8238,34.2264,24.9468,23.2675,43.0052,34.1133
SL-GD-B-04,SL,GD,SL-GD,B,04,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-09,91,42,2020-07-08,29.05,26.83,1.08,12.4371,25,2020-07-08,2020-07-08,foil,liquid nitrogen,ripe,include,,2020-07-08,sl-gd-b-04-400dpi.tmt,1488.8763,157250,454,454,439,439,458.955,0.6773,62639,0.3983,46.4566,0.2004,127.7209,83.1556,48.2989,82.8311,38.7072,16.862,27.2729,58.2727,32.0646,1776.6408,112582,390,408,358,368,501.158,1.745,49871,0.443,31.4621,0.2036,124.7132,64.2294,44.1215,79.4484,33.7491,26.432,23.5707,41.7249,35.4151
SL-GD-B-05,SL,GD,SL-GD,B,05,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-09,91,42,2020-08-14,30.58,29.24,1.05,15.4236,47,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,orange jelly around seeds - seem less mature,2020-08-14,sl-gd-b-05-400dpi.tmt,1594.1312,179396,481,481,476,476,491.7119,0.3075,74134,0.4132,51.6813,0.1996,137.9763,93.3476,61.0572,93.6619,42.6583,16.4311,25.5869,57.2926,30.4084,1956.6652,117255,392,418,385,390,528.2853,2.4336,51925,0.4428,29.6776,0.2015,131.8649,73.4287,49.7317,85.4561,36.9416,24.647,24.5714,44.912,34.8027
SL-GD-C-01,SL,GD,SL-GD,C,01,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-12,94,45,2020-06-16,24,21.83,1.10,7.2237,18,2020-06-16,2020-06-16,foil,placed in -80 freezer,ripe,include,,2020-06-16,sl-gd-c-01-400dpi.tmt,1253.2123,110742,376,376,371,371,380.5648,0.432,49145,0.4438,43.9566,0.1995,139.9222,91.5224,45.5124,87.2621,42.2383,17.0842,33.3336,62.8638,37.4566,1172.4012,75634,323,324,297,299,334.0278,1.5626,33658,0.445,32.1974,0.2043,134.9942,77.3502,41.5539,83.0859,38.1647,23.1566,30.5281,52.8184,38.317
SL-GD-C-02,SL,GD,SL-GD,C,02,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-12,94,45,2020-06-16,21.24,19.13,1.11,5.0012,8,2020-06-16,2020-06-16,foil,placed in -80 freezer,ripe,include,,2020-06-16,sl-gd-c-02-400dpi.tmt,1107.1291,87688,339,340,328,328,348.8754,0.984,37790,0.431,38.0772,0.2006,139.4741,94.1968,51.0425,89.6536,42.9137,15.7562,31.2201,63.2208,34.9707,1091.389,65301,296,297,279,280,327.9169,1.1886,29100,0.4456,29.8833,0.1993,129.2287,76.9633,40.5825,79.9108,37.2174,20.7946,29.673,54.9775,36.234
SL-GD-C-03,SL,GD,SL-GD,C,03,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-12,94,45,2020-06-16,23.95,21.5,1.11,7.0197,18,2020-06-16,2020-06-16,foil,placed in -80 freezer,ripe,include,,2020-06-16,sl-gd-c-03-400dpi.tmt,1248.0408,110822,384,386,363,363,377.8507,1.2253,49180,0.4438,44.1547,0.2026,144.2214,97.8981,49.196,91.0195,44.3677,15.5324,34.0926,65.5063,37.4641,1227.3128,76884,316,322,312,314,371.6955,0.8697,34206,0.4449,31.2325,0.1994,136.4034,81.325,39.966,82.9961,39.227,21.3495,32.4892,56.6901,38.8761
SL-GD-C-04,SL,GD,SL-GD,C,04,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-12,94,45,2020-08-14,31.23,29.11,1.07,15.8936,49,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,orange jelly around seeds - seem less mature,2020-08-14,sl-gd-c-04-400dpi.tmt,1624.3149,184738,487,490,486,486,501.8398,0.4548,76309,0.4131,52.0811,0.2012,134.2902,93.9743,63.579,93.113,42.4016,14.6338,23.8358,58.4524,27.9695,2112.8612,121853,391,404,406,412,542.8997,1.7677,53973,0.4429,28.6747,0.2056,130.1755,76.3165,50.4758,85.0108,37.3295,22.2552,24.5908,47.8542,33.1663
SL-GD-C-05,SL,GD,SL-GD,C,05,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-28,49,2020-06-12,94,45,2020-08-14,29.81,27.26,1.09,13.5637,46,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,green jelly around seeds - seem more mature,2020-08-14,sl-gd-c-05-400dpi.tmt,1552.3911,168410,464,466,455,457,475.7044,0.7181,74557,0.4427,53.981,0.2004,118.0767,91.5722,65.198,86.2425,39.9994,9.0589,19.3375,64.8987,21.3543,1864.582,108108,372,383,365,371,517.3256,1.3043,47888,0.443,28.6644,0.1863,128.3186,77.9104,50.2862,84.0492,37.4362,20.598,24.7484,50.2296,32.1988
SL-SK-A-01,SL,SK,SL-SK,A,01,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-15,97,57,2020-06-23,34.32,30.31,1.13,20.2825,110,2020-06-23,2020-06-23,foil,liquid nitrogen,ripe,include,,2020-06-23,sl-sk-a-01-400dpi.tmt,1813.4104,225237,526,530,543,545,565.0485,0.6683,92975,0.4128,56.7383,0.1996,120.914,68.3699,53.045,81.8071,34.3218,23.1039,18.8539,39.216,29.8204,3077.2207,176816,489,497,471,478,723.2029,1.9424,77958,0.4409,28.3448,0.1555,110.1796,60.6785,48.6138,74.6428,30.8367,22.6839,16.5648,36.1387,28.0883
SL-SK-A-02,SL,SK,SL-SK,A,02,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-15,97,57,2020-07-15,36.83,32.59,1.13,24.0247,75,2020-07-15,2020-07-15,foil,liquid nitrogen,ripe,include,,2020-07-15,sl-sk-a-02-400dpi.tmt,1925.251,252797,532,537,592,593,600.0067,1.9158,115559,0.4571,67.6146,0.2011,118.6196,64.0421,53.1288,80.7169,33.0418,24.6782,17.0168,34.5881,29.9764,2254.9861,173819,455,468,488,491,602.3361,1.3975,76833,0.442,38.0907,0.2022,117.6111,55.5809,44.3391,76.2006,30.8312,28.2952,19.4441,34.4964,34.3321
SL-SK-A-03,SL,SK,SL-SK,A,03,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-15,97,57,2020-07-15,36.99,32.85,1.13,23.8742,88,2020-07-15,2020-07-15,foil,liquid nitrogen,ripe,include,,2020-07-15,sl-sk-a-03-400dpi.tmt,1865.3271,245004,545,549,558,558,564.0569,1.0986,108236,0.4418,65.0068,0.2018,120.7584,72.6861,55.6878,82.9975,35.3307,20.7019,18.6064,41.9486,27.8346,2243.3708,175328,449,486,493,499,597.7902,1.8375,77512,0.4421,38.7783,0.2004,123.8039,61.5222,44.4757,79.1838,33.0357,27.6025,22.3838,39.0398,35.5378
SL-SK-A-04,SL,SK,SL-SK,A,04,roy,1,Johnnys,2020-03-10,2020-05-04,2020-04-19,40,2020-06-15,97,57,2020-08-14,37.38,35.62,1.05,28.5851,118,2020-08-14,2020-08-14,foil,liquid nitrogen,ripe,include,,2020-08-14,sl-sk-a-04-400dpi.tmt,1977.7607,265546,573,585,600,602,617.8375,1.3189,101298,0.3815,56.453,0.2024,115.7637,67.1213,60.8947,82.9354,33.4521,22.4378,12.7579,29.6222,25.8112,3004.9882,177613,479,508,484,489,725.0414,1.9018,78397,0.4414,29.2622,0.2004,115.7288,60.1043,52.8539,79.2535,31.6614,25.7138,15.3494,30.8344,29.9466
