species,clr_cat,accession,bed ,replicate,fruit_number,fruit_id,ripeness,date_collected,brix,pH,seeds_per_fruit,diameter_mm,height_mm,diam_ht_ratio,fresh_weight,dry_weight,water_content_grams,water_content_percent,scanned_date,perimeter_inner,lobedness_degree_inner,pericarp_area_inner,pericarp_thickness_inner,fruit_and_surface,avg_red_outer,avg_green_outer,avg_blue_outer,avg_luminosity_outer,avg_L_value_outer,avg_a_value_outer,avg_b_value_outer,avg_hue_outer,avg_chroma_outer
SPM,roy,SPM-1,S,SPM-1-S,01,SPM-1-S-1,,07-18-2019,,,,15.65,14.93,1.05,2.0217,0.1696,1.8521,91.6111,,,,,,,,,,,,,,,
SPM,roy,SPM-1,S,SPM-1-S,02,SPM-1-S-2,,07-18-2019,,,,14.2,13.18,1.08,1.4683,0.1459,1.3221,90.0631,,,,,,,,,,,,,,,
SPM,roy,SPM-1,S,SPM-1-S,03,SPM-1-S-3,,07-18-2019,,,,15.29,13.71,1.12,1.7612,0.1701,1.5911,90.3421,,,,,,,,,,,,,,,
SPM,roy,SPM-1,S,SPM-1-S,04,SPM-1-S-4,,08-07-2019,,,26,13.72,13.28,1.03,,,,,08-08-2019,733.9676,1.144,0.6269,0.2068,spm-1-s-4-out,114.3796,49.5896,42.3366,73.7323,28.7898,25.6245,17.9671,35.037,31.2959
SPM,roy,SPM-1,S,SPM-1-S,05,SPM-1-S-5,,08-07-2019,,,31,14.37,14.57,0.99,,,,,08-08-2019,774.394,0.6227,0.6418,0.1987,spm-1-s-5-out,115.0166,51.3823,44.3084,74.9602,29.2933,25.122,17.5097,34.876,30.622
SPM,roy,SPM-1,S,SPM-1-S,06,SPM-1-S-6,,08-07-2019,,,26,13.97,13.5,1.03,,,,,08-08-2019,737.1808,0.62,0.595,0.2243,spm-1-s-6-out,117.641,51.7977,43.9119,76.0175,29.8104,25.8084,18.4914,35.6211,31.7491
SPM,roy,SPM-1,S,SPM-1-S,07,SPM-1-S-7,,08-26-2019,,,23,12.89,12.54,1.03,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-1,S,SPM-1-S,08,SPM-1-S-8,,08-26-2019,,,33,13.59,13.36,1.02,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-1,S,SPM-1-S,09,SPM-1-S-9,,08-07-2019,9.2,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-1,S,SPM-1-S,10,SPM-1-S-10,,08-07-2019,9.6,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-1,S,SPM-1-S,11,SPM-1-S-11,,08-07-2019,7.9,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-1,S,SPM-1-S,12,SPM-1-S-12,,08-07-2019,7.5,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-1,S,SPM-1-S,13,SPM-1-S-13,,08-07-2019,8.1,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,N,SPM-10-N,01,SPM-10-N-1,,07-25-2019,,,,16.11,15.74,1.02,2.2629,0.2226,2.0401,90.1631,,,,,,,,,,,,,,,
SPM,roy,SPM-10,N,SPM-10-N,02,SPM-10-N-2,,07-25-2019,,,,14.5,13.36,1.09,1.5601,0.1442,1.4161,90.7571,,,,,,,,,,,,,,,
SPM,roy,SPM-10,N,SPM-10-N,03,SPM-10-N-3,,07-25-2019,,,,15.44,14.7,1.05,2.0778,0.2121,1.8661,89.7921,,,,,,,,,,,,,,,
SPM,roy,SPM-10,N,SPM-10-N,04,SPM-10-N-4,,08-06-2019,,,21,14.74,14.25,1.03,,,,,08-07-2019,781.0803,0.6838,0.5524,0.2533,spm-10-n-4-out,111.7662,52.4573,44.52,73.5189,28.9947,23.4096,16.84,35.7298,28.8374
SPM,roy,SPM-10,N,SPM-10-N,05,SPM-10-N-5,,08-06-2019,,,33,14.78,13.9,1.06,,,,,08-07-2019,772.0092,0.5688,0.6107,0.2167,spm-10-n-5-out,116.8121,51.5666,44.2363,75.7742,29.6332,25.6625,18.0349,35.0984,31.3659
SPM,roy,SPM-10,N,SPM-10-N,06,SPM-10-N-6,,08-06-2019,,,17,13.41,13.32,1.01,,,,,08-07-2019,713.0387,0.2599,0.5512,0.2558,spm-10-n-6-out,106.2219,49.5718,43.3432,70.3581,27.4655,22.689,15.3233,34.0336,27.3787
SPM,roy,SPM-10,N,SPM-10-N,07,SPM-10-N-7,,09-15-2019,,,28,11.87,12.13,0.98,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,N,SPM-10-N,08,SPM-10-N-8,,09-15-2019,,,29,11.29,10.86,1.04,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,N,SPM-10-N,09,SPM-10-N-9,,08-06-2019,9.3,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,N,SPM-10-N,10,SPM-10-N-10,,08-06-2019,9.7,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,N,SPM-10-N,11,SPM-10-N-11,,08-06-2019,7.4,4.4,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,N,SPM-10-N,12,SPM-10-N-12,,08-06-2019,12.3,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,N,SPM-10-N,13,SPM-10-N-13,,08-06-2019,8.3,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,N,SPM-10-N,14,SPM-10-N-14,,08-06-2019,9.4,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,S,SPM-10-S,01,SPM-10-S-1,,07-18-2019,,,,14.56,13.61,1.07,1.6105,0.18,1.4311,88.8231,,,,,,,,,,,,,,,
SPM,roy,SPM-10,S,SPM-10-S,02,SPM-10-S-2,,07-18-2019,,,,14.74,13.98,1.05,1.7214,0.1695,1.5521,90.1531,,,,,,,,,,,,,,,
SPM,roy,SPM-10,S,SPM-10-S,03,SPM-10-S-3,,07-18-2019,,,,13.58,12.7,1.07,1.2964,0.129,1.1671,90.0491,,,,,,,,,,,,,,,
SPM,roy,SPM-10,S,SPM-10-S,04,SPM-10-S-4,,08-07-2019,,,31,16.01,16.01,1.00,,,,,08-08-2019,856.3351,0.35,0.5532,0.2529,spm-10-s-4-out,110.1269,49.4398,41.5605,71.367,28.0337,24.0859,17.2822,35.6603,29.6447
SPM,roy,SPM-10,S,SPM-10-S,05,SPM-10-S-5,,08-07-2019,,,22,12.51,11.62,1.08,,,,,08-08-2019,658.997,0.7369,0.6254,0.2038,spm-10-s-5-out,116.3981,50.7287,43.3841,75.1751,29.3538,25.8334,18.1516,35.0934,31.5729
SPM,roy,SPM-10,S,SPM-10-S,06,SPM-10-S-6,,08-07-2019,,,22,13.1,12.34,1.06,,,,,08-08-2019,681.0975,0.411,0.5505,0.2585,spm-10-s-6-out,113.3125,49.0146,42.3765,73.2484,28.5076,25.4954,17.5552,34.55,30.9548
SPM,roy,SPM-10,S,SPM-10-S,07,SPM-10-S-7,,08-26-2019,,,23,12.04,11.63,1.04,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,S,SPM-10-S,08,SPM-10-S-8,,08-26-2019,,,32,13.37,12.96,1.03,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,S,SPM-10-S,09,SPM-10-S-9,,08-07-2019,8.9,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,S,SPM-10-S,10,SPM-10-S-10,,08-07-2019,8.3,4.8,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,S,SPM-10-S,11,SPM-10-S-11,,08-07-2019,8.9,4.7,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,S,SPM-10-S,12,SPM-10-S-12,,08-07-2019,8.8,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-10,S,SPM-10-S,13,SPM-10-S-13,,08-07-2019,7.6,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,N,SPM-B53-N,01,SPM-B53-N-1,,07-18-2019,,,,11.23,11.57,0.97,0.8256,0.0891,0.7371,89.2081,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,N,SPM-B53-N,02,SPM-B53-N-2,,07-18-2019,,,,8.71,9.13,0.95,0.4401,0.0418,0.3981,90.5021,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,N,SPM-B53-N,03,SPM-B53-N-3,,07-18-2019,,,,10.62,10.69,0.99,0.7299,0.0698,0.6601,90.4371,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,N,SPM-B53-N,04,SPM-B53-N-4,,08-06-2019,,,17,11.32,12.08,0.94,,,,,08-07-2019,628.0265,0.4979,0.625,0.2026,spm-b53-n-4-out,112.649,54.5859,47.5004,75.3219,29.699,22.7611,16.1007,35.2747,27.8801
SPM,roy,SPM-B53,N,SPM-B53-N,05,SPM-B53-N-5,,08-06-2019,,,25,12.58,12.9,0.98,,,,,08-07-2019,691.725,0.6444,0.5512,0.256,spm-b53-n-5-out,114.6326,54.0454,47.4813,76.2111,29.9346,23.7734,16.4996,34.762,28.9381
SPM,roy,SPM-B53,N,SPM-B53-N,06,SPM-B53-N-6,,08-06-2019,,,,10.93,11.03,0.99,,,,,08-07-2019,590.328,0.7246,0.5489,0.2556,spm-b53-n-6-out,102.8116,47.2039,42.617,68.3697,26.4457,22.4802,14.3492,32.5502,26.6694
SPM,roy,SPM-B53,N,SPM-B53-N,07,SPM-B53-N-7,,07-18-2019,,,14,10.7,10.4,1.03,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,N,SPM-B53-N,08,SPM-B53-N-8,,07-18-2019,,,14,11.38,11,1.03,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,N,SPM-B53-N,09,SPM-B53-N-9,,09-15-2019,,,29,12.66,18.21,0.70,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,N,SPM-B53-N,10,SPM-B53-N-10,,08-06-2019,13.3,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,N,SPM-B53-N,11,SPM-B53-N-11,,08-06-2019,12.1,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,N,SPM-B53-N,12,SPM-B53-N-12,,08-06-2019,10.4,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,N,SPM-B53-N,13,SPM-B53-N-13,,08-06-2019,9,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,S,SPM-B53-S,01,SPM-B53-S-1,,08-07-2019,,,,11.68,12.25,0.95,1.0175,0.1131,0.9041,88.8851,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,S,SPM-B53-S,02,SPM-B53-S-2,,08-07-2019,,,10,11.94,11.39,1.05,,,,,08-08-2019,649.6833,0.4775,0.5503,0.2563,spm-b53-s-2-out,116.0279,52.9833,42.9145,74.7817,29.7531,24.5515,18.8893,37.5738,30.9771
SPM,roy,SPM-B53,S,SPM-B53-S,03,SPM-B53-S-3,,08-07-2019,,,23,13.53,13.67,0.99,,,,,08-08-2019,735.9676,0.9496,0.6413,0.1991,spm-b53-s-3-out,120.8368,54.2858,47.3573,79.1251,30.9298,25.945,18.0565,34.8361,31.6099
SPM,roy,SPM-B53,S,SPM-B53-S,04,SPM-B53-S-4,,08-19-2019,,,,11.94,11.71,1.02,0.974,0.098,0.8761,89.9381,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,S,SPM-B53-S,05,SPM-B53-S-5,,08-19-2019,,,,12.98,12.78,1.02,1.279,0.1701,1.1091,86.7011,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,S,SPM-B53-S,06,SPM-B53-S-6,,09-08-2019,,,30,13.07,13.01,1.00,,,,,09-08-2019,697.3402,0.595,0.6407,0.1929,spm-b53-s-6-out,120.5711,53.4944,41.88,76.4402,30.5401,25.8587,20.7126,38.6944,33.1313
SPM,roy,SPM-B53,S,SPM-B53-S,07,SPM-B53-S-7,,09-08-2019,,,34,13.02,13.24,0.98,,,,,09-08-2019,690.8965,0.7445,0.6311,0.2107,spm-b53-s-7-out,116.9527,49.6964,42.1029,74.8375,29.2185,26.4115,18.7916,35.4315,32.4144
SPM,roy,SPM-B53,S,SPM-B53-S,08,SPM-B53-S-8,,09-08-2019,,,,13.24,13.28,1.00,1.3321,0.1906,1.1421,85.6921,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,S,SPM-B53-S,09,SPM-B53-S-9,,09-15-2019,,,34,13.01,13.38,0.97,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,S,SPM-B53-S,10,SPM-B53-S-10,,09-18-2019,10,4,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,S,SPM-B53-S,11,SPM-B53-S-11,,09-18-2019,10,4,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,S,SPM-B53-S,12,SPM-B53-S-12,,09-18-2019,9.3,4,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,S,SPM-B53-S,13,SPM-B53-S-13,,09-02-2018,7.6,4,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,S,SPM-B53-S,14,SPM-B53-S-14,,09-02-2018,7.7,4,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B53,S,SPM-B53-S,15,SPM-B53-S-15,,09-02-2018,7.7,4,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,N,SPM-B61-N,01,SPM-B61-N-1,,07-25-2019,,,,18.14,14.88,1.22,2.6488,0.235,2.4141,91.1281,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,N,SPM-B61-N,02,SPM-B61-N-2,,07-25-2019,,,,15.96,13.07,1.22,1.9108,0.1274,1.7831,93.3331,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,N,SPM-B61-N,03,SPM-B61-N-3,,07-25-2019,,,,13.43,10.69,1.26,1.1699,0.1022,1.0681,91.2641,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,N,SPM-B61-N,04,SPM-B61-N-4,,08-06-2019,,,13,13.88,11.57,1.20,,,,,08-07-2019,708.5118,1.5761,0.5942,0.2238,spm-b61-n-4-out,112.2988,51.7339,47.1993,74.9975,28.9834,24.1313,15.3166,32.4042,28.5818
SPM,roy,SPM-B61,N,SPM-B61-N,05,SPM-B61-N-5,,08-06-2019,,,28,14.51,11.95,1.21,,,,,08-07-2019,744.7544,1.9888,0.5956,0.2251,spm-b61-n-5-out,117.3051,50.9862,44.1652,75.9624,29.589,26.0729,18.0074,34.6311,31.6869
SPM,roy,SPM-B61,N,SPM-B61-N,06,SPM-B61-N-6,,08-06-2019,,,31,15.65,12.36,1.27,,,,,08-07-2019,780.595,2.0959,0.6277,0.2073,spm-b61-n-6-out,115.7697,52.0204,47.4895,76.7646,29.6102,25.2796,16.0567,32.4222,29.9479
SPM,roy,SPM-B61,N,SPM-B61-N,07,SPM-B61-N-7,,09-15-2019,,,90,23.12,20.15,1.15,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,N,SPM-B61-N,08,SPM-B61-N-8,,09-15-2019,,,96,20.34,12.88,1.58,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,N,SPM-B61-N,09,SPM-B61-N-9,,08-06-2019,7.3,4,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,N,SPM-B61-N,10,SPM-B61-N-10,,08-06-2019,6,4,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,N,SPM-B61-N,11,SPM-B61-N-11,,08-06-2019,5.1,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,N,SPM-B61-N,12,SPM-B61-N-12,,08-06-2019,6.1,4,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,S,SPM-B61-S,01,SPM-B61-S-1,,07-18-2019,,,,18.71,14.62,1.28,2.6285,0.2123,2.4161,91.9231,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,S,SPM-B61-S,02,SPM-B61-S-2,,07-18-2019,,,,14.32,10.81,1.32,1.1907,0.0837,1.1071,92.9711,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,S,SPM-B61-S,03,SPM-B61-S-3,,07-18-2019,,,,12.9,10.33,1.25,0.897,0.0816,0.8151,90.9031,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,S,SPM-B61-S,04,SPM-B61-S-4,,08-07-2019,,,11,13.2,10.05,1.31,,,,,08-08-2019,667.926,2.2615,0.6259,0.205,spm-b61-s-4-out,111.8889,50.2987,45.0049,73.7933,28.5854,24.5624,16.071,33.1965,29.3528
SPM,roy,SPM-B61,S,SPM-B61-S,05,SPM-B61-S-5,,08-07-2019,,,89,18.76,15.37,1.22,,,,,08-08-2019,958.3768,1.1515,0.6853,0.1865,spm-b61-s-5-out,117.8253,48.8223,42.7386,75.5379,29.2696,27.1972,18.4518,34.1547,32.8657
SPM,roy,SPM-B61,S,SPM-B61-S,06,SPM-B61-S-6,,08-07-2019,,,23,13.97,11.27,1.24,,,,,08-08-2019,710.997,3.7312,0.6403,0.1958,spm-b61-s-6-out,110.9983,48.7186,43.9879,72.8906,28.1079,24.8981,16.0042,32.7325,29.5981
SPM,roy,SPM-B61,S,SPM-B61-S,07,SPM-B61-S-7,,08-26-2019,,,90,17.52,15.35,1.14,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,S,SPM-B61-S,08,SPM-B61-S-8,,08-26-2019,,,104,18.6,15.88,1.17,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,S,SPM-B61-S,09,SPM-B61-S-9,,08-07-2019,6.4,4.5,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,S,SPM-B61-S,10,SPM-B61-S-10,,08-07-2019,7.2,4.4,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,S,SPM-B61-S,11,SPM-B61-S-11,,08-07-2019,7.2,4.4,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,S,SPM-B61-S,12,SPM-B61-S-12,,08-07-2019,6.1,4.1,,,,,,,,,,,,,,,,,,,,,,,
SPM,roy,SPM-B61,S,SPM-B61-S,13,SPM-B61-S-13,,08-07-2019,5.8,4.3,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-11,N,SPV-11-N,01,SPV-11-N-1,weird_double_fruit,09-15-2019,,,,,, ,0.7878,0.1028,0.6851,86.9511,,,,,,,,,,,,,,,
SPV,grn,SPV-11,N,SPV-11-N,02,SPV-11-N-2,unripe,09-18-2019,,,,9.77,8.28,1.18,0.4046,0.0497,0.3551,87.7161,,,,,,,,,,,,,,,
SPV,grn,SPV-11,N,SPV-11-N,03,SPV-11-N-3,unripe,09-18-2019,,,58,9.83,8.25,1.19,,,,,09-26-2019,490.7595,2.2633,0.6063,0.2185,spv-11-n-3-out,120.8563,124.916,93.3625,103.08,49.556,-6.9337,17.0128,112.1738,18.3715
SPV,grn,SPV-11,N,SPV-11-N,04,SPV-11-N-4,unripe,09-18-2019,,,48,8.67,7.75,1.12,,,,,09-26-2019,464.9605,2.806,0.5892,0.2258,spv-11-n-4-out,124.1465,126.5808,95.6522,105.1043,50.2612,-6.2335,16.8278,110.3259,17.9453
SPV,grn,SPV-11,N,SPV-11-N,05,SPV-11-N-5,unripe,09-18-2019,,,56,9.09,7.93,1.15,,,,,09-26-2019,471.5168,2.3147,0.621,0.2068,spv-11-n-5-out,122.6622,125.5624,94.9427,104.257,49.8764,-6.3703,16.644,110.9437,17.8214
SPV,grn,SPV-11,N,SPV-11-N,06,SPV-11-N-6,unripe,09-18-2019,,,48,8.64,7.32,1.18,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-11,N,SPV-11-N,07,SPV-11-N-7,unripe,09-18-2019,,,24,8.61,7.51,1.15,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-11,S,SPV-11-S,01,SPV-11-S-1,,09-02-2019,,,,12.93,12.01,1.08,1.0187,0.0685,0.9501,93.2761,,,,,,,,,,,,,,,
SPV,grn,SPV-11,S,SPV-11-S,02,SPV-11-S-2,,09-02-2019,,,,11.22,10.51,1.07,0.691,0.0543,0.6371,92.1421,,,,,,,,,,,,,,,
SPV,grn,SPV-11,S,SPV-11-S,03,SPV-11-S-3,,09-02-2019,,,56,15.57,14.1,1.10,,,,,09-02-2019,724.1478,2.0115,0.6458,0.195,spv-11-s-3-out,125.0472,123.8604,100.17,106.3946,49.7381,-3.8832,13.6702,105.858,14.2111
SPV,grn,SPV-11,S,SPV-11-S,04,SPV-11-S-4,,09-08-2019,,,,14.22,13.25,1.07,1.3663,0.1026,1.2641,92.4911,,,,,,,,,,,,,,,
SPV,grn,SPV-11,S,SPV-11-S,05,SPV-11-S-5,,09-08-2019,,,54,12.6,11.56,1.09,,,,,09-08-2019,650.1981,1.3433,0.634,0.1954,spv-11-s-5-out,111.4112,93.9985,81.5864,90.5794,39.9578,4.5134,9.9756,65.6561,10.9491
SPV,grn,SPV-11,S,SPV-11-S,06,SPV-11-S-6,,09-08-2019,,,10,8.74,8.43,1.04,,,,,09-08-2019,467.4249,1.2238,0.5974,0.2192,spv-11-s-6-out,114.1829,110.7914,89.618,96.1907,44.8352,-2.4737,12.5392,101.1601,12.7808
SPV,grn,SPV-2,N,SPV-2-N,01,SPV-2-N-1,,08-06-2019,,,25,14.04,13.39,1.05,,,,,08-07-2019,742.0681,0.6942,0.5953,0.2252,spv-2-n-1-out,124.8394,123.8152,103.5854,107.9594,49.8369,-3.4163,11.8283,106.1101,12.3118
SPV,grn,SPV-2,N,SPV-2-N,02,SPV-2-N-2,,08-12-2019,,,,14.64,12.85,1.14,1.5408,0.1242,1.4171,91.9391,,,,,,,,,,,,,,,
SPV,grn,SPV-2,N,SPV-2-N,03,SPV-2-N-3,,08-12-2019,,,,13.15,11.4,1.15,1.115,0.0841,1.0311,92.4571,,,,,,,,,,,,,,,
SPV,grn,SPV-2,N,SPV-2-N,04,SPV-2-N-4,,08-12-2019,,,,12.08,10.86,1.11,0.8894,0.0722,0.8171,91.8821,,,,,,,,,,,,,,,
SPV,grn,SPV-2,N,SPV-2-N,05,SPV-2-N-5,,09-15-2019,,,64,18.3,16.42,1.11,,,,,09-15-2019,965.4478,0.9323,0.6306,0.2031,spv-2-n-5-out,99.318,100.4984,78.4433,84.6685,40.5241,-4.2404,12.5803,108.6272,13.2757
SPV,grn,SPV-2,N,SPV-2-N,06,SPV-2-N-6,,09-15-2019,,,21,14.18,13.42,1.06,,,,,09-15-2019,738.5534,1.3783,0.6727,0.1787,spv-2-n-6-out,86.0796,86.9272,59.9831,69.7979,35.1332,-4.5722,15.2935,106.6446,15.9623
SPV,grn,SPV-2,N,SPV-2-N,07,SPV-2-N-7,,09-18-2019,,,32,15.13,13.79,1.10,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-2,N,SPV-2-N,08,SPV-2-N-8,,09-18-2019,,,25,10.99,9.65,1.14,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-2,N,SPV-2-N,09,SPV-2-N-9,,09-18-2019,5.6,4,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-2,N,SPV-2-N,10,SPV-2-N-10,,09-18-2019,5.8,4,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-2,N,SPV-2-N,11,SPV-2-N-11,,09-18-2019,5.7,4,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-2,N,SPV-2-N,12,SPV-2-N-12,,09-18-2019,6,4,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-2,N,SPV-2-N,13,SPV-2-N-13,,09-18-2019,7.3,4,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-2,S,SPV-2-S,01,SPV-2-S-1,,08-07-2019,,,183,24.05,21.21,1.13,,,,,08-08-2019,1254.0408,1.1109,0.7132,0.1514,spv-2-s-1-out,118.6122,114.2406,93.4057,99.8925,46.311,-2.1248,12.599,99.5729,12.7769
SPV,grn,SPV-2,S,SPV-2-S,02,SPV-2-S-2,,08-26-2019,,,66,13.56,11.95,1.13,,,,,08-26-2019,710.7128,1.0064,0.6283,0.2049,spv-2-s-2-out,113.9009,109.7317,85.5826,94.0131,44.5952,-2.6186,14.3358,100.3514,14.573
SPV,grn,SPV-2,S,SPV-2-S,03,SPV-2-S-3,,08-26-2019,,,,13.45,12.05,1.12,1.1965,0.0622,1.1341,94.8021,,,,,,,,,,,,,,,
SPV,grn,SPV-2,S,SPV-2-S,04,SPV-2-S-4,unripe,09-18-2019,,,,15.37,12.52,1.23,1.636,0.1399,1.4961,91.4491,,,,,,,,,,,,,,,
SPV,grn,SPV-2,S,SPV-2-S,05,SPV-2-S-5,unripe,09-18-2019,,,58,12.9,10.5,1.23,,,,,09-18-2019,665.7838,1.4703,0.721,0.1499,spv-2-s-5-out,107.1813,107.8694,85.3214,91.5864,43.4837,-4.1574,12.7997,107.9942,13.4579
SPV,grn,SPV-4,N,SPV-4-N,01,SPV-4-N-1,,08-06-2019,,,,12.21,11.07,1.10,0.8807,0.0921,0.7891,89.5421,,,,,,,,,,,,,,,
SPV,grn,SPV-4,N,SPV-4-N,02,SPV-4-N-2,,08-06-2019,,,24,,, ,,,,,08-07-2019,723.3402,1.0989,0.5964,0.2237,spv-4-n-2-out,123.1281,124.7177,97.317,104.8902,49.7946,-5.4091,15.1957,109.5938,16.1297
SPV,grn,SPV-4,N,SPV-4-N,03,SPV-4-N-3,,08-06-2019,,,26,,, ,,,,,08-07-2019,553.094,1.0702,0.6675,0.1793,spv-4-n-3-out,115.0681,118.1139,88.2048,97.464,47.1441,-6.2332,16.3315,110.8902,17.4806
SPV,grn,SPV-4,N,SPV-4-N,04,SPV-4-N-4,,08-19-2019,,,,8.85,7.57,1.17,0.3103,0.022,0.2881,92.9101,,,,,,,,,,,,,,,
SPV,grn,SPV-4,N,SPV-4-N,05,SPV-4-N-5,,09-08-2019,,,,12.05,10.63,1.13,0.8446,0.0945,0.7501,88.8111,,,,,,,,,,,,,,,
SPV,grn,SPV-4,N,SPV-4-N,06,SPV-4-N-6,,09-15-2019,,,51,12.9,11.39,1.13,,,,,09-15-2019,664.763,1.0117,0.5883,0.2271,spv-4-n-6-out,111.5875,113.1176,82.2896,92.3812,45.3079,-5.7869,17.0993,108.6972,18.052
SPV,grn,SPV-4,N,SPV-4-N,07,SPV-4-N-7,,09-15-2019,,,88,12.82,10.19,1.26,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-4,N,SPV-4-N,08,SPV-4-N-8,,09-15-2019,,,52,12.78,11.06,1.16,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-4,N,SPV-4-N,09,SPV-4-N-9,,09-15-2019,,,68,13.31,10.99,1.21,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-4,N,SPV-4-N,10,SPV-4-N-10,,08-06-2019,7,4,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-4,N,SPV-4-N,11,SPV-4-N-11,,08-06-2019,5.3,4,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-4,N,SPV-4-N,12,SPV-4-N-12,,08-06-2019,4.3,4,,,,,,,,,,,,,,,,,,,,,,,
SPV,grn,SPV-4,S,SPV-4-S,01,SPV-4-S-1,unripe,09-18-2019,,,,11.21,9.86,1.14,0.6879,0.0675,0.6201,90.1881,,,,,,,,,,,,,,,
